Company | Open | High | Low | Close | Volume
APAR INDUSTRIES LTD. | 8670.0 | 8850.0 | 8523.5 | 8757.5 | 105070
WEWORK INDIA MANAGEMENT L | 575.0 | 583.4 | 571.3 | 581.3 | 77998
SARASWATI SAREE DEPOT LTD | 76.85 | 78.84 | 76.61 | 77.15 | 15323
ACUTAAS CHEMICALS LIMITED | 1633.0 | 1654.4 | 1615.8 | 1648.5 | 151819
SPORTKING INDIA LIMITED | 86.88 | 93.0 | 86.85 | 92.08 | 149539
EXCEL REALTY N INFRA LTD | 1.42 | 1.42 | 1.3 | 1.4 | 23977682
BRAINBEES SOLUTIONS LTD | 298.0 | 302.15 | 294.3 | 296.7 | 1470168
CANTABIL RETAIL LTD | 256.25 | 260.5 | 253.01 | 256.37 | 581781
DELAPLEX LIMITED | 130.0 | 130.0 | 130.0 | 130.0 | 7200
NATH BIO-GENES (I) LTD | 153.02 | 154.55 | 150.51 | 150.84 | 10289
HAPPY SQUARE OUTSOURC S L | 64.5 | 70.0 | 64.5 | 70.0 | 6400
BLS E-SERVICES LIMITED | 206.55 | 214.0 | 206.1 | 206.88 | 185509
JAY BEE LAMINATIONS LTD | 121.1 | 124.0 | 120.65 | 121.1 | 11500
ENVIROTECH SYSTEMS LTD | 127.65 | 127.65 | 126.0 | 126.0 | 2000
ELGI EQUIPMENTS LTD | 470.3 | 473.0 | 467.0 | 470.6 | 204090
ESPRIT STONES LIMITED | 59.25 | 59.25 | 59.0 | 59.0 | 8000
PITTI ENGINEERING LIMITED | 782.2 | 799.0 | 781.65 | 792.45 | 12202
UNIVERSUS IMAGINGS LTD | 222.5 | 234.95 | 222.5 | 226.2 | 2429
MAITREYA MEDICARE LIMITED | 225.7 | 225.7 | 225.7 | 225.7 | 400
ELGI RUBBER CO. LTD | 48.2 | 48.88 | 46.6 | 47.46 | 199731
INFOMEDIA PRESS LIMITED | 6.55 | 6.74 | 6.3 | 6.4 | 18554
INTERARCH BLDNG SOLTN LTD | 2362.0 | 2409.9 | 2360.4 | 2397.4 | 39500
SATI POLY PLAST LIMITED | 61.1 | 61.1 | 61.0 | 61.05 | 1000
MUTHOOT CAP SERV LTD | 269.5 | 274.45 | 268.25 | 271.75 | 4779
JTL INDUSTRIES LIMITED | 59.25 | 60.9 | 59.25 | 60.64 | 305276
FOCUS LIGHTG & FIXTRS LTD | 73.75 | 76.0 | 73.75 | 74.86 | 31020
JINDAL DRILLING IND. LTD | 508.3 | 509.8 | 500.0 | 505.7 | 182712
KRISHIVAL FOODS LIMITED | 431.45 | 433.85 | 421.1 | 422.85 | 9355
THE INDIA CEMENTS LIMITED | 427.0 | 448.0 | 426.65 | 438.0 | 2334485
RUPA & COMPANY LTD | 160.6 | 163.0 | 160.13 | 162.13 | 41449
KOHINOOR FOODS LIMITED | 26.39 | 27.0 | 26.39 | 26.89 | 41041
ANI INTEGRATED SERV LTD. | 80.0 | 80.0 | 80.0 | 80.0 | 7200
ETHOS LIMITED | 2875.0 | 2990.0 | 2873.6 | 2947.7 | 17663
ACC LIMITED | 1763.9 | 1770.0 | 1747.0 | 1751.5 | 220065
ALPS INDUSTRIES LTD | 3.64 | 3.64 | 3.64 | 3.64 | 48117
NMDC STEEL LIMITED | 40.01 | 40.4 | 39.42 | 40.11 | 2145060
CALSOFT RS.2.50 PPD UP | 4.4 | 4.79 | 4.11 | 4.37 | 11717
RADICO KHAITAN LTD | 3150.0 | 3248.0 | 3125.0 | 3194.9 | 389886
HATHWAY CABLE & DATACOM | 12.21 | 12.51 | 12.18 | 12.43 | 1413103
PNB HOUSING FIN LTD. | 899.0 | 932.4 | 893.15 | 927.8 | 2275095
TRANSWORLD SHIP LINES LTD | 197.0 | 205.0 | 197.0 | 202.59 | 30260
EXCELLENT WIRES N PACK L | 40.5 | 42.0 | 40.5 | 42.0 | 3200
LLOYDS METALS N ENERGY L | 1315.1 | 1328.0 | 1290.1 | 1300.9 | 567162
INFOBEANS TECHNO. LTD. | 760.7 | 783.0 | 750.15 | 766.85 | 163792
BOMBAY BURMAH TRADING COR | 1905.0 | 1911.7 | 1892.4 | 1902.9 | 24172
KRONOX LAB SCIENCES LTD | 142.35 | 145.0 | 138.26 | 142.73 | 25105
FINKURVE FINANCIAL SERV L | 106.3 | 107.35 | 100.5 | 102.72 | 31132
KAVERI SEED CO. LTD. | 950.9 | 952.65 | 925.0 | 930.0 | 185193
INDUSIND BANK LIMITED | 834.9 | 847.9 | 831.0 | 844.7 | 7000947
STYLAM INDUSTRIES LIMITED | 2188.1 | 2205.0 | 2160.0 | 2175.0 | 48946
GUJARAT FLUOROCHEM LTD | 3510.0 | 3626.0 | 3503.8 | 3611.9 | 55301
MCLEOD RUSSEL INDIA LTD. | 44.36 | 44.69 | 43.12 | 44.46 | 517732
IZMO LIMITED | 797.5 | 814.75 | 790.0 | 794.45 | 49939
SINDHU TRADE LINKS LTD | 21.24 | 21.48 | 20.8 | 21.07 | 615432
SCHAEFFLER INDIA LIMITED | 3794.6 | 3870.0 | 3778.0 | 3839.8 | 39558
PARSVNATH DEVELOPER LTD | 11.55 | 11.88 | 10.2 | 11.22 | 927823
VENUS REMEDIES LIMITED | 743.3 | 774.0 | 730.5 | 766.95 | 19000
PARTH ELEC & ENG LTD | 216.95 | 216.95 | 198.0 | 200.65 | 41600
INDIAN BANK | 779.0 | 785.5 | 772.1 | 781.4 | 2015690
MANGALAM CEMENT LTD | 762.85 | 781.5 | 749.1 | 776.95 | 100613
JM FINANCIAL LIMITED | 143.07 | 145.0 | 140.36 | 142.56 | 4190489
VIJI FINANCE LIMITED | 2.59 | 2.6 | 2.5 | 2.5 | 80854
SUPREME INDUSTRIES LTD | 3340.0 | 3383.6 | 3327.1 | 3368.1 | 305064
TOKYO PLAST INTL LTD | 107.66 | 110.35 | 107.66 | 109.81 | 2429
NITIRAJ ENGINEERS LTD | 187.8 | 188.74 | 184.1 | 187.74 | 1358
THOMAS SCOTT (INDIA) LTD | 328.95 | 328.95 | 315.6 | 323.6 | 27923
SUPER SPINNING MILLS LTD | 7.9 | 8.66 | 7.79 | 7.88 | 32474
SUNDARAM BRAK LININGS LTD | 655.4 | 693.55 | 653.2 | 673.4 | 1360
RBM INFRACON LIMITED | 404.1 | 415.95 | 404.0 | 412.5 | 50000
PHANTOM DIGITAL EFF LTD | 234.5 | 237.05 | 230.25 | 234.05 | 23700
GLOBESECURE TECHNO LTD | 15.3 | 15.3 | 15.0 | 15.05 | 23000
SUPREME INFRA. LTD | 89.73 | 90.7 | 88.5 | 88.7 | 9685
WOCKHARDT LIMITED | 1379.5 | 1484.0 | 1373.3 | 1411.1 | 3918116
BIRLA CORPORATION LTD | 1039.4 | 1066.0 | 1035.3 | 1059.4 | 42833
SUPERHOUSE LIMITED | 145.0 | 146.99 | 144.5 | 145.61 | 3784
CARYSIL LIMITED | 868.9 | 899.6 | 861.1 | 895.2 | 80036
BHARAT BIJLEE LTD | 2720.7 | 2754.7 | 2709.1 | 2721.4 | 8226
LUMAX AUTO TECH LTD | 1464.4 | 1549.9 | 1456.4 | 1542.0 | 311640
RAIN INDUSTRIES LIMITED | 111.23 | 126.0 | 111.23 | 124.6 | 25683573
CENTRAL BANK OF INDIA | 36.02 | 36.99 | 35.89 | 36.78 | 7343751
CYIENT LIMITED | 1151.5 | 1160.2 | 1139.9 | 1157.6 | 300830
ALLIED BLEND N DISTILS L | 619.4 | 627.9 | 613.8 | 623.25 | 174428
RUSHIL DECOR LIMITED | 23.01 | 23.85 | 23.0 | 23.72 | 231651
VIJAYA DIAGNOSTIC CEN LTD | 990.05 | 999.95 | 980.5 | 997.25 | 60470
SLONE INFOSYSTEMS LIMITED | 260.0 | 260.0 | 260.0 | 260.0 | 400
RICHA INFO SYSTEMS LTD | 69.75 | 69.75 | 69.75 | 69.75 | 1000
CONSO. FIN. & HOLD. LTD. | 170.43 | 175.53 | 169.0 | 169.24 | 3681
JUPITER WAGONS LIMITED | 257.0 | 262.85 | 253.05 | 260.25 | 761147
APTECH LIMITED | 97.8 | 98.19 | 94.5 | 94.97 | 201772
ANTONY WASTE HDG CELL LTD | 533.95 | 547.35 | 502.0 | 515.9 | 8164441
PUNJAB CHEM & CROP PROT L | 1232.5 | 1270.0 | 1224.1 | 1243.9 | 10244
J & K BANK LTD. | 99.91 | 100.36 | 98.02 | 98.46 | 3718035
SAMBHAAV MEDIA LTD | 9.3 | 9.8 | 9.3 | 9.51 | 40903
MANAV INFRA PROJECTS LTD | 26.15 | 26.15 | 26.15 | 26.15 | 4000
VARROC ENGINEERING LTD. | 628.0 | 641.0 | 628.0 | 635.0 | 146871
HCL INFOSYSTEMS LTD | 13.7 | 13.92 | 13.6 | 13.76 | 125512
SICCL MARKET LKD 2028 | NA | NA | NA | NA | NA
NETWORK18 MEDIA & INV LTD | 41.45 | 42.25 | 41.39 | 41.86 | 2047310
SAGARDEEP ALLOYS LIMITED | 25.15 | 25.67 | 25.01 | 25.51 | 3694
MEDPLUS HEALTH SERV LTD | 809.2 | 824.75 | 805.55 | 820.55 | 102302
KIRLOSKAR ELECTRIC CO LTD | 97.32 | 99.79 | 96.99 | 99.19 | 175069
M.V.K. AGRO FOOD PROD LTD | 705.55 | 706.0 | 705.55 | 706.0 | 58800
SAMBHV STEEL TUBES LTD | 91.66 | 93.9 | 91.66 | 93.63 | 311314
ART NIRMAN LIMITED | 49.9 | 49.9 | 46.16 | 47.05 | 1227
EPL LIMITED | 209.59 | 214.35 | 207.75 | 213.1 | 447114
PRITI INTERNATIONAL LTD | 57.99 | 59.8 | 57.48 | 58.5 | 10818
CONNPLEX CINEMAS LIMITED | 249.0 | 255.9 | 249.0 | 252.8 | 16800
PODDAR PIGMENTS LIMITED | 268.05 | 274.85 | 266.2 | 266.8 | 2766
BSE LIMITED | 2699.0 | 2737.0 | 2680.0 | 2684.8 | 3867770
GRM OVERSEAS LIMITED | 470.0 | 475.0 | 467.95 | 470.2 | 216827
T T LIMITED | 8.61 | 8.87 | 8.42 | 8.49 | 83022
ADANI GREEN ENERGY LTD | 1012.5 | 1024.7 | 1007.2 | 1020.9 | 2498071
REFEX INDUSTRIES LIMITED | 280.0 | 282.7 | 274.9 | 276.25 | 1814159
RAJDARSHAN INDUSTRIES LTD | 46.1 | 48.87 | 45.22 | 45.99 | 1016
BROOKS LAB LIMITED | 97.01 | 97.49 | 92.25 | 93.89 | 37918
PARAS PETROFILS LTD. | 1.91 | 1.95 | 1.9 | 1.93 | 80995
AFCONS INFRASTRUCTURE LTD | 381.0 | 384.3 | 376.3 | 379.85 | 1073383
SRIVASAVI ADHESIVE TAPE L | 41.1 | 43.95 | 40.5 | 40.65 | 91000
FDC LIMITED | 415.0 | 417.4 | 408.15 | 411.0 | 44583
HATSUN AGRO PRODUCT LTD. | 970.3 | 996.0 | 970.3 | 983.1 | 17086
LLOYDS LUXURIES LIMITED | 63.7 | 65.0 | 61.3 | 64.45 | 6000
AXIS BANK LIMITED | 1236.7 | 1241.5 | 1229.1 | 1230.6 | 5055047
VETO SWITCHGEAR CABLE LTD | 109.5 | 115.0 | 109.5 | 113.65 | 18520
DOLPHIN OFF ENT (IND) L | 417.75 | 421.25 | 390.1 | 406.5 | 9622
SURAJ ESTATE DEVELOPERS L | 233.0 | 244.25 | 217.95 | 239.35 | 901662
THE RUBY MILLS LTD | 223.21 | 225.01 | 220.0 | 221.09 | 5137
ROX HI TECH LIMITED | 44.95 | 45.5 | 44.1 | 45.4 | 19200
DHARAN INFRA-EPC LIMITED | 0.26 | 0.28 | 0.26 | 0.28 | 19911890
WINSOME YARNS LIMITED | 1.99 | 1.99 | 1.96 | 1.96 | 3024
RENOL POLYCHEM LIMITED | 145.0 | 145.0 | 145.0 | 145.0 | 2400
SAMAY PROJECT SERVICES L | 43.0 | 44.2 | 42.0 | 42.0 | 84000
ARCHIDPLY IND. LTD | 89.4 | 92.95 | 88.3 | 91.52 | 7460
ALL E TECHNOLOGIES LTD | 205.0 | 218.85 | 205.0 | 214.0 | 22800
DIAMINES & CHEMICALS LTD | 264.25 | 265.5 | 258.25 | 259.75 | 3457
INDEGENE LIMITED | 530.2 | 534.95 | 528.0 | 531.65 | 122556
TASTY BITE EATABLES LTD | 8065.5 | 8100.0 | 8005.0 | 8087.5 | 451
ITALIAN EDIBLES LIMITED | 31.0 | 31.0 | 31.0 | 31.0 | 2000
HEALTHCARE GLOB. ENT. LTD | 699.8 | 709.05 | 697.3 | 706.65 | 38267
LOKESH MACHINES LTD | 161.45 | 169.9 | 160.52 | 167.04 | 37323
GEM AROMATICS LIMITED | 150.0 | 154.0 | 149.0 | 153.54 | 230593
SUN PHARMACEUTICAL IND L | 1747.0 | 1760.0 | 1741.2 | 1744.9 | 2768986
THE ANUP ENGINEERING LTD | 2159.9 | 2199.0 | 2142.0 | 2176.5 | 12511
V.L.INFRAPROJECTS LIMITED | 26.0 | 27.2 | 25.7 | 25.7 | 7500
ITC HOTELS LIMITED | 190.95 | 195.0 | 190.4 | 193.83 | 2656567
VENUS PIPES & TUBES LTD | 1208.5 | 1208.5 | 1187.0 | 1196.0 | 14849
AGRO PHOS INDIA LIMITED | 39.1 | 39.1 | 37.5 | 38.51 | 14499
PARAMOUNT DYE TEC LIMITED | 49.3 | 49.3 | 49.3 | 49.3 | 1200
OMAXE LIMITED | 64.7 | 66.0 | 64.27 | 65.7 | 183324
CANARYS AUTOMATIONS LTD | 30.45 | 30.8 | 30.1 | 30.8 | 20000
UNITECH LTD | 5.83 | 5.95 | 5.69 | 5.8 | 4936278
HOAC FOODS INDIA LIMITED | 352.95 | 354.95 | 341.0 | 354.95 | 4500
ROSSELL INDIA LIMITED | 51.24 | 51.7 | 50.01 | 50.59 | 24753
ESSAR SHIPPING LTD | 27.2 | 27.5 | 27.0 | 27.06 | 89419
MTAR TECHNOLOGIES LIMITED | 2326.6 | 2348.0 | 2295.0 | 2339.4 | 124286
HIKAL LIMITED | 237.98 | 239.47 | 235.35 | 237.11 | 187626
PARAMOUNT SPECIALI FORG L | 29.2 | 29.5 | 29.0 | 29.15 | 24000
AVRO INDIA LIMITED | 110.6 | 115.5 | 110.24 | 114.14 | 7047
SHRINGAR HOU OF MANGALS L | 217.2 | 221.4 | 216.4 | 220.43 | 1935945
FELIX INDUSTRIES LTD. | 150.0 | 153.7 | 149.1 | 151.45 | 17000
SHUBHSHREE BIOFUELS ENE L | 358.75 | 358.75 | 358.75 | 358.75 | 900
DCM SHRIRAM IND LTD | 165.66 | 165.66 | 162.24 | 163.28 | 142993
GENESYS INTL CORPN LTD | 429.65 | 435.9 | 422.3 | 427.05 | 210566
LAGNAM SPINTEX LIMITED | 68.47 | 71.5 | 68.01 | 71.46 | 3535
PINE LABS LIMITED | 223.99 | 245.9 | 223.99 | 242.94 | 3634827
SAHASRA ELECTRONIC SOLU L | 281.55 | 282.0 | 276.05 | 276.9 | 19600
DELTA AUTOCORP LIMITED | 46.5 | 47.1 | 46.0 | 46.4 | 26000
ISHAN DYES N CHEMICALS L | 65.99 | 66.47 | 63.31 | 65.18 | 16489
BORANA WEAVES LIMITED | 269.0 | 291.05 | 269.0 | 291.05 | 62677
INFINIUM PHARMACHEM LTD | 225.1 | 225.1 | 221.1 | 221.1 | 1000
MAHALAXMI FABRIC MILLS LT | 25.79 | 25.79 | 25.11 | 25.12 | 11018
BHANDARI HOSIERY EXP LTD | 3.98 | 4.1 | 3.98 | 4.04 | 149691
GUJARAT AMBUJA EXPORTS LT | 116.12 | 125.0 | 116.0 | 123.85 | 2452262
NDL VENTURES LIMITED | 89.0 | 90.0 | 87.4 | 88.95 | 11265
VIJAYPD CEUTICAL LIMITED | 44.5 | 44.5 | 44.3 | 44.3 | 8000
TRANSPORT CORPN OF INDIA | 1032.5 | 1050.6 | 1026.1 | 1037.0 | 9185
YASH OPTICS & LENS LTD | 132.95 | 132.95 | 129.5 | 129.5 | 1600
GODAWARI POW & ISP LTD | 238.5 | 238.51 | 235.0 | 235.55 | 918595
3M INDIA LIMITED | 35025.0 | 35590.0 | 34705.0 | 34875.0 | 3857
BEML LAND ASSETS LIMITED | 204.38 | 206.5 | 201.62 | 205.77 | 32008
SOUTH WEST PINNACLE LTD | 187.9 | 187.9 | 182.0 | 184.14 | 42743
REX PIPES AND CABLES LTD | 144.0 | 153.0 | 144.0 | 153.0 | 2000
JITF INFRALOGISTICS LTD | 261.1 | 274.0 | 261.1 | 271.85 | 25366
YUKEN INDIA LIMITED | 862.85 | 865.1 | 839.05 | 841.2 | 6351
MOTILAL OSWAL FIN LTD | 865.0 | 867.85 | 846.9 | 860.5 | 912890
PRIMO CHEMICALS LIMITED | 22.91 | 23.3 | 22.68 | 22.87 | 76134
SG MART LIMITED | 336.25 | 352.6 | 332.3 | 349.8 | 186880
ORIENT TECHNOLOGIES LTD | 324.85 | 337.9 | 324.85 | 336.6 | 233333
DAVANGERE SUGAR COMPANY L | 4.07 | 4.46 | 4.05 | 4.41 | 42296470
ZEE LEARN LIMITED | 6.9 | 8.24 | 6.9 | 7.93 | 2943177
MAYASHEEL VENTURES LTD | 60.6 | 61.25 | 60.6 | 61.05 | 12000
JEYYAM GLOBAL FOODS LTD | 64.0 | 64.35 | 61.55 | 62.7 | 44000
DIXON TECHNO (INDIA) LTD | 13295.0 | 13380.0 | 13089.0 | 13268.0 | 585596
SJVN LTD | 70.4 | 73.0 | 69.85 | 72.84 | 3985309
KIOCL LIMITED | 330.9 | 337.7 | 330.0 | 335.85 | 66644
HINDALCO  INDUSTRIES  LTD | 858.0 | 864.4 | 847.55 | 852.0 | 4939377
SIMBHAOLI SUGARS LTD. | 9.24 | 9.59 | 9.15 | 9.44 | 1925
RAJ OIL MILLS LIMITED | 48.0 | 50.0 | 48.0 | 49.2 | 7843
BAJAJ HEALTHCARE LIMITED | 413.2 | 425.35 | 409.0 | 418.65 | 176658
PIONEER EMBROIDERIES LTD | 27.55 | 29.55 | 27.55 | 29.49 | 165253
EMBASSY DEVELOPMENTS LTD | 67.0 | 69.59 | 62.97 | 68.63 | 4861799
KOTHARI PETROCHEM LTD | 126.0 | 126.0 | 122.0 | 123.72 | 30889
DWARIKESH SUGAR IND LTD | 38.5 | 38.91 | 36.25 | 37.02 | 1747890
SUBA HOTELS LIMITED | 150.2 | 154.0 | 150.2 | 153.8 | 18000
MUNJAL SHOWA LTD | 123.58 | 123.58 | 122.02 | 122.58 | 9099
ZEE MEDIA CORPORATION LTD | 9.15 | 9.56 | 9.15 | 9.38 | 1427944
JIND POL INV & FIN CO LTD | 1046.1 | 1074.3 | 1041.6 | 1055.6 | 6920
HSG & URBAN DEV CORPN LTD | 207.7 | 212.25 | 207.01 | 211.27 | 2439449
FORCAS STUDIO LIMITED | 128.0 | 129.95 | 128.0 | 129.95 | 9600
CHETANA EDUCATION LIMITED | 57.6 | 57.6 | 54.9 | 54.9 | 8000
NORBEN TEA &EXPORTS LTD | 69.75 | 71.4 | 69.75 | 71.4 | 1972
GENUS P&B LIMITED | 13.05 | 13.3 | 12.91 | 13.14 | 38961
BF INVESTMENT LIMITED | 409.0 | 413.0 | 405.0 | 411.35 | 9423
LYKA LABS LTD | 75.4 | 76.0 | 74.37 | 75.46 | 9496
STEEL EXCHANGE INDIA LTD | 7.9 | 8.05 | 7.66 | 7.9 | 1195757
KONTOR SPACE LIMITED | 66.7 | 69.0 | 66.5 | 66.75 | 10200
RASHTRIYA CHEMICALS & FER | 138.5 | 138.99 | 137.06 | 138.6 | 724170
OSWAL PUMPS LIMITED | 537.6 | 537.6 | 527.6 | 532.25 | 514672
VEEDOL CORPORATION LTD | 1650.5 | 1669.9 | 1635.1 | 1642.8 | 3668
PC JEWELLER LTD | 9.93 | 10.04 | 9.86 | 9.96 | 32954091
INDIAN OIL CORP LTD | 161.2 | 162.9 | 160.41 | 162.6 | 14335462
AARTI PHARMALABS LIMITED | 727.4 | 750.45 | 727.4 | 747.1 | 138130
GOLDKART JEWELS LIMITED | 264.0 | 264.0 | 259.9 | 259.9 | 1250
STANDARD GLASS LIN TECH L | 148.49 | 150.99 | 145.0 | 146.83 | 315397
NURECA LIMITED | 283.0 | 288.0 | 275.0 | 283.75 | 22459
RELIANCE HOME FINANCE LTD | 2.95 | 3.02 | 2.9 | 2.97 | 828478
PIRAMAL PHARMA LIMITED | 166.55 | 171.9 | 166.55 | 171.28 | 3929834
TARC LIMITED | 147.7 | 148.01 | 145.96 | 147.27 | 184270
CRAYONS ADVERTISING LTD | 39.6 | 40.0 | 39.6 | 40.0 | 5000
INCREDIBLE INDUSTRIES LTD | 41.0 | 41.59 | 38.81 | 39.78 | 18485
OSWAL AGRO MILLS LTD | 57.5 | 59.68 | 57.5 | 58.82 | 50815
BHARAT RASAYAN LTD | NA | NA | NA | NA | NA
C.E. INFO SYSTEMS LIMITED | 1664.0 | 1688.4 | 1638.0 | 1667.3 | 54758
GANESHA ECOSPHERE LIMITED | 883.2 | 897.0 | 871.0 | 892.85 | 55948
MADHUCON PROJECTS LTD. | 6.25 | 6.25 | 5.93 | 6.13 | 7249
BIOFIL CHEM & PHARMA LTD | 33.01 | 33.9 | 32.61 | 32.83 | 12769
MOTISONS JEWELLERS LTD | 15.61 | 15.79 | 15.18 | 15.42 | 1636540
ADITYA ULTRA STEEL LTD | 26.0 | 26.25 | 25.0 | 26.0 | 18000
GUJARAT MINERAL DEV CORP | 518.0 | 531.65 | 511.2 | 516.75 | 2168967
SALONA COTSPIN LTD. | 256.0 | 270.0 | 246.1 | 268.05 | 13688
UNION BANK OF INDIA | 154.8 | 155.48 | 153.1 | 154.03 | 7568724
EMAMI REALTY LIMITED | 83.22 | 84.87 | 81.68 | 84.2 | 35639
MONOLITHISCH INDIA LTD | 485.0 | 493.9 | 480.0 | 486.6 | 25250
TAJ GVK HOTELS & RESORTS | 373.65 | 381.4 | 372.5 | 379.9 | 108637
MOHIT INDUSTRIES LTD | 28.05 | 29.46 | 27.85 | 28.18 | 36479
CAN FIN HOMES LTD | 905.0 | 938.9 | 905.0 | 936.6 | 296202
SATHLOKHAR SYN E&C GLOB L | 465.4 | 471.2 | 464.0 | 464.7 | 15800
CERA SANITARYWARE LTD | 5280.0 | 5327.5 | 5247.0 | 5291.5 | 12105
SOMI CONVEYOR BELT. LTD. | 125.57 | 127.99 | 124.01 | 125.77 | 5903
KPIT TECHNOLOGIES LIMITED | 1166.5 | 1229.0 | 1161.5 | 1224.6 | 1651986
FORTIS HEALTHCARE LTD | 866.35 | 894.0 | 866.35 | 890.9 | 4605427
ACCURACY SHIPPING LIMITED | 5.59 | 5.8 | 5.51 | 5.69 | 61856
CP CAPITAL LIMITED | 118.9 | 119.5 | 117.61 | 119.07 | 24093
PRECISION CAMSHAFTS LTD. | 148.69 | 173.8 | 148.69 | 166.98 | 3343187
L&T TECHNOLOGY SER. LTD. | 4589.8 | 4644.9 | 4482.5 | 4515.2 | 78505
JUNIPER HOTELS LIMITED | 250.0 | 261.0 | 250.0 | 258.92 | 31427
KINGFA SCI & TEC IND LTD. | 3758.0 | 4049.0 | 3758.0 | 4014.7 | 12665
SHOPPERS STOP LIMITED | 444.6 | 456.05 | 444.6 | 452.1 | 34241
BHARAT ELECTRONICS LTD | 383.5 | 393.5 | 383.5 | 392.85 | 11595429
PSP PROJECTS LIMITED | 854.0 | 869.0 | 851.1 | 861.4 | 47984
CARBORUNDUM UNIVERSAL LTD | 851.55 | 867.3 | 845.15 | 856.25 | 92965
REC LIMITED | 338.0 | 340.5 | 336.45 | 339.2 | 3443420
TORRENT PHARMACEUTICALS L | 3748.0 | 3812.7 | 3745.5 | 3800.3 | 150394
SAHANA SYSTEM LIMITED | 942.1 | 960.0 | 938.85 | 950.05 | 4125
THE HI-TECH GEARS LIMITED | 652.5 | 662.95 | 645.0 | 655.0 | 1168
JUPITER LIFE LINE HOSP L | 1360.3 | 1409.0 | 1360.0 | 1401.4 | 16760
SRF LTD | 3059.9 | 3094.0 | 3030.0 | 3090.3 | 478720
SURANA SOLAR LIMITED | 27.0 | 27.45 | 26.33 | 27.06 | 48646
SAB EVENTS & GOVERNANCE | 8.5 | 8.58 | 8.5 | 8.58 | 20603
LORENZINI APPARELS LTD | 9.63 | 9.63 | 8.95 | 9.47 | 18369
CITY UNION BANK LTD | 275.0 | 279.3 | 273.25 | 278.85 | 1334208
SURANI STEEL TUBES LTD. | 59.15 | 59.15 | 57.0 | 57.75 | 1000
GUJARAT PIPAVAV PORT LTD | 191.48 | 199.75 | 191.0 | 193.61 | 3319849
IFGL REFRACTORIES LIMITED | 200.99 | 210.6 | 200.99 | 208.6 | 26001
BF UTILITIES LIMITED | 657.9 | 657.9 | 636.0 | 637.65 | 8195
PARIN ENTERPRISES LIMITED | 588.0 | 588.0 | 557.6 | 574.95 | 5000
RHETAN TMT LIMITED | 24.57 | 24.89 | 24.4 | 24.45 | 518773
KREBS BIOCHEMICALS & IND | 67.73 | 69.98 | 67.73 | 69.43 | 1542
BOHRA INDUSTRIES LIMITED | 19.89 | 19.89 | 18.31 | 19.1 | 4756
SHREE TIRUPATI BALAJEE | 729.0 | 729.0 | 719.0 | 719.0 | 1250
SULA VINEYARDS LIMITED | 210.25 | 215.0 | 208.54 | 212.4 | 278420
DIVINE HIRA JEWELLERS LTD | 195.1 | 199.5 | 195.1 | 199.5 | 14400
DCM NOUVELLE LIMITED | 125.84 | 129.18 | 124.81 | 126.58 | 7721
UPDATER SERVICES LIMITED | 173.0 | 184.9 | 172.0 | 183.59 | 258694
LAXMI INDIA FINANCE LTD | 125.25 | 128.14 | 124.71 | 127.28 | 143601
ALL TIME PLASTICS LIMITED | 259.1 | 266.5 | 257.0 | 263.5 | 77674
SANDESH LTD | 1083.0 | 1086.8 | 1058.0 | 1068.5 | 531
BIL VYAPAR LIMITED | 7.15 | 7.41 | 7.11 | 7.38 | 8661
GANDHAR OIL REFINE IND L | 145.87 | 146.88 | 142.5 | 145.75 | 310758
QUICKTOUCH TECHNOLOGIES L | 40.0 | 41.4 | 39.0 | 39.9 | 8500
SHIVALIK BIMETAL CON. LTD | 440.2 | 443.7 | 438.0 | 440.1 | 56946
5PAISA CAPITAL LIMITED | 307.5 | 312.2 | 306.3 | 310.8 | 24485
HCL TECHNOLOGIES LTD | 1675.0 | 1681.0 | 1632.5 | 1642.4 | 3487150
HOMESFY REALTY LIMITED | 162.05 | 162.05 | 162.05 | 162.05 | 300
NILKAMAL LIMITED | 1409.4 | 1418.9 | 1395.8 | 1408.0 | 2387
SHREE OSFM E-MOBILITY LTD | 78.45 | 78.45 | 75.0 | 77.5 | 21000
GVK POW. & INFRA LTD. | 3.17 | 3.17 | 3.11 | 3.13 | 371720
DREAMFOLKS SERVICES LTD | 109.56 | 112.0 | 108.43 | 111.29 | 81487
PREMIER ENERGIES LIMITED | 906.0 | 912.0 | 879.0 | 885.55 | 1897381
DUCOL ORGS AND COLOURS LT | 155.55 | 158.1 | 155.5 | 158.1 | 2400
SWIGGY LIMITED | 420.0 | 420.0 | 404.25 | 412.2 | 26002051
CHENNAI PETROLEUM CORP LT | 899.05 | 914.6 | 883.2 | 887.9 | 817240
BANK OF MAHARASHTRA | 56.33 | 57.42 | 56.33 | 57.31 | 8998094
MANOJ VAIBHAV GEM N JEW L | 175.0 | 180.0 | 175.0 | 178.75 | 37611
REXPRO ENTERPRISES LTD | 46.25 | 46.25 | 45.0 | 45.6 | 6000
LENSKART SOLUTIONS LTD | 418.0 | 477.7 | 417.95 | 467.7 | 21225921
ELECTROSTEEL CASTINGS LTD | 74.33 | 74.35 | 72.5 | 73.45 | 1102079
INTL CONVEYORS LIMITED | 89.0 | 91.5 | 88.01 | 91.17 | 37671
FIBERWEB INDIA LIMITED | 35.99 | 38.0 | 35.1 | 35.84 | 25788
